2019-05-22 12:35:56,432 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@29a30f6: startup date [Wed May 22 12:35:56 CEST 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2019-05-22 12:35:57,356 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/home/asmirnov/git/java-backend/Message Service/activemq/bin/linux-x86-64/../../data/kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-05-22 12:35:57,480 | INFO  | PListStore:[/home/asmirnov/git/java-backend/Message Service/activemq/bin/linux-x86-64/../../data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2019-05-22 12:35:57,615 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:nb-asmirnov-43601-1558521357488-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-05-22 12:35:57,631 | INFO  | Listening for connections at: tcp://nb-asmirnov:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-05-22 12:35:57,631 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-05-22 12:35:57,636 | INFO  | Listening for connections at: amqp://nb-asmirnov:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-05-22 12:35:57,640 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-05-22 12:35:57,644 | INFO  | Listening for connections at: stomp://nb-asmirnov:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-05-22 12:35:57,644 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-05-22 12:35:57,650 | INFO  | Listening for connections at: mqtt://nb-asmirnov:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-05-22 12:35:57,651 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-05-22 12:35:57,658 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-05-22 12:35:57,696 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-05-22 12:35:57,758 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7737b261{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2019-05-22 12:35:57,799 | INFO  | Listening for connections at ws://nb-asmirnov:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2019-05-22 12:35:57,800 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-05-22 12:35:57,801 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:nb-asmirnov-43601-1558521357488-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-05-22 12:35:57,802 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
